text,category,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,description,category_code
"Доброго дня!

При завантаженні форми 2-ПБ на портал НБУ з""являється помилка: ""Файл не відповідає XSD-схемі 2PX Фінансові операції з нерезидентами. cvc-pattern-valid: Value 0 is not facet-valid with respect to pattern [1] for type CTKOD_T080.""

За звітний період жодної операції по рахунках не було здійснено.
Підкажіть, будь ласка, як виправити дану помилку.
Дякую!",Hotline,80.0,80.0,,,добрий день завантаження форма портал являтися помилка файл відповідати схема фінансовий операція нерезидент pattern valid value facet valid with respect pattern type ctkod звітний період жодний операція рахунок бути здійснити підказати бути ласка виправити даний помилка дякувати,1.0
"Доброго дня. Після реєстрації на пошту протягом двох діб так й не прийшов лист підтвердження. Підкажіть, як діяти у такій ситуації?
",SiteAndCoins,81.0,81.0,,,добрий день після реєстрація пошта протяг доба прийти лист підтвердження підказати діяти такий ситуація,0.0
Чому при натисканні на кількість система не реагує вже довгий час?,SiteAndCoins,82.0,82.0,,,чома натискання кількість система реагувати довгий,0.0
Здравствуйте. почему я не могу зарегистрироватся в системе  on-line заказ? пишет ввидите капчю! но ее нет!!! ,SiteAndCoins,83.0,83.0,,,здравствуйте почему мочь зарегистрировиться система line заказ писать ввидеть капчть,0.0
"Вітаю. Моє ім'я Іван. Я намагаюсь зареєструватись на сайті Національного банку України для замовлення монет. Вводжу всі необхідні дані для реєстрації але мені пише наступне ""Ошибка! Проверку ""Я не робот"" не пройден"".  Які дії мені потрібно виконати для успішної реєстрації? ",SiteAndCoins,84.0,84.0,,,вітати ім'я іван намагатися зареєструватися сайт національний банка україна замовлення монета вводити весь необхідний даний реєстрація писати наступний ошибка проверко робот пройден який потрібно виконати успішний реєстрація,0.0
"Доброго дня!
У системі некоректно працює сортування (видно на рисунку у вкладенні)",SiteAndCoins,85.0,85.0,,,добрий день система некоректно працювати сортування видно рисунок вкладення,0.0
"Доброго дня допоможіть будь ласка з реєстрацією. При реєстрації на Вашому сайті видає помилку Помилка! Перевірку 'Я не робот' не пройдено
Дякую за допомогу.",SiteAndCoins,86.0,86.0,,,добрий день допомогти бути ласка реєстрація реєстрація сайт видавати помилка помилка перевірка робот' пройти дякувати допомога,0.0
"Немогу зарегестрироватся, все что нужно проставляю. Пишет что проверку что неробот непрошол!?. Где сия кнопка?
ALINA",SiteAndCoins,87.0,87.0,,,немочь зарегестрировиться нужно проставлять писать проверка неробот непрошол кнопка alina,0.0
"Зареєструвався у системі, та при спробі увійти видає, що такий логін не зареєстрований, хоча у хромі збереглися і логін і пароль.",SiteAndCoins,88.0,88.0,,,зареєструватися система спроба увійти видавати такий логін зареєстрований хоча хром зберегтися логін пароль,0.0
"Добрый день. Давно не заходила в ""on-line замовлення"" монет НБУ. Пользователь Ш, дата рождения . Просьба сбросить логин и пароль для установки новых данных. Спасибо.",SiteAndCoins,89.0,89.0,,,добрый день давно заходить line замовленний монета пользователь дата рождение просьба сбросить логин пароль установка новый дать спасибо,0.0
"Здравствуйте, подскажите, как пройти рекапчу на сайте регистрации, если нет галочки и раздела «я не робот». Спасибо.",SiteAndCoins,90.0,90.0,,,здравствуйте подсказать пройти рекаптать сайт регистрация галочка раздел робот» спасибо,0.0
"Добрый день, потерял пароль логин от своего аккаунта онлайн заказа. Пытался заново зарегистрироваться не получилось, пишет что такой человек с таким именем и фамилие и номером мобильного уже зарегистрирован ( ). Не могли бы вы удалить данный аккаунт чтобы я заново зарегистрировался либы же помочь восстановить доступ. Заранее спасибо.  ",SiteAndCoins,91.0,91.0,,,добрый день потерять пароль логин свой аккаунт онлайн заказ пытаться заново зарегистрироваться получиться писать человек такой фамилие номер мобильный зарегистрировать мочь удалить данный аккаунт заново зарегистрироваться помочь восстановить доступ заранее спасибо,0.0
"Добрий день
При виборі регіону відсутня Донецька область. Обласне відділення Ощадбанку знаходиться у м. Краматорськ.",SiteAndCoins,92.0,92.0,,,добрий день вибір регіон відсутній донецький область обласний відділення ощадбанк знаходитися краматорськ,0.0
"Не могу зайти в онлайн кабинет заказа монет, по логину имейл при регистрации, тот с которого пишу, раньше пользовался успешно, так же не получается восстановить пароль, пишет что моего логина не существует, хотя пароль помню, но не могу зайти, почините.

С Уважением",SiteAndCoins,93.0,93.0,,,мочь зайти онлайн кабинет заказ монета логин имейл регистрация который писать ранний пользоваться успешно получаться восстановить пароль писать логин существовать хотя пароль помнить мочь зайти починить уважение,0.0
"Реєструвався на аккаунті НБУ,пройшов усі обов'язкові етапи реєстрування,зареєструвався,при вході в аккаунт пише ""Обліковий запис заблоковано. Для розблокування облікового запису необхідно повідомити технічній підтримці на адресу: support.online@bank.gov.ua наступну інформацію: логін, ПІБ(українською мовою), дату народження, електронну адресу реєстрації(email)"".
Також реєструвався на розкладці української мови,але на сайті постійно висвічувалась графа ""Переведіть клавіатуру на українську мову"".
Інформацію на мою дану почтову скриньку не поступала,та не поступає.",SiteAndCoins,94.0,94.0,,,реєструватися аккаунт пройти увесь обов'язковий етап реєстрування зареєструватися перти вхід аккаунт писати обліковий запис заблокувати розблокування обліковий запис необхідно повідомити технічний підтримка адреса support online bank наступний інформація логін український мова дата народження електронний адреса реєстрація email також реєструватися розкладка український мова сайт постійно висвічуватися граф перевести клавіатура український мова інформація даний почтовий скринька поступати поступати,0.0
"Добрый день. Забыл логин и пароль для он-лайн заказа памятных  монет . Мой телефон 050. Как можно востановить данные для продолжения заказов памятных монет? С уважением, Нв.",SiteAndCoins,95.0,95.0,,,добрый день забыть логин пароль лайна заказ памятный монета телефон востановить дать продолжение заказ памятный монета уважение,0.0
"приходит письмо на почту с ссылкой. но пройдя по ней выдает ошибку. как восстановить пароль？


Надіслано зMeizu M3s",SiteAndCoins,96.0,96.0,,,приходить письмо почта ссылка пройти выдавать ошибка восстановить пароль？ надіслать зmeizu,0.0
Чи можливо видалити акаунт ?,SiteAndCoins,97.0,97.0,,,можливый видалить акаунт,0.0
"Помилка, перевірку я не робот не пройдено. Пише при реєстрації. А перевірки цієї немає на сторінці. Що робити? Регіон Суми",SiteAndCoins,98.0,98.0,,,помилка перевірка робот пройти писати реєстрація перевірка немає сторінка робити регіон сума,0.0
Як пройти ідентифікацію що я не робот?? Такого пункту ніде немає! А я не можу завершити реєстрацію!,SiteAndCoins,99.0,99.0,,,пройти ідентифікація робот такий пункт ніде немає могти завершити реєстрація,0.0
"Доброго дня.
Я намагаюся зареєструватися на сайті  https://bank.gov.ua/.
Після заповнення всіх необхідних даних неможливо завершити реєстрацію, з'являється повідомлення про помилку ""Не пройдено перевірку ""Я не робот"". Відповідну перевірку сайт пройти не пропонує, віконце ""капча"", здається, неактивне. 
Прошу допомоги у реєстрації.",SiteAndCoins,100.0,100.0,,,добрий день намагатися зареєструватися сайт https bank після заповнення весь необхідний даний неможливо завершити реєстрація з'являтися повідомлення помилка пройти перевірка робот відповідний перевірка сайт пройти пропонувати віконце капча здається неактивний просити допомога реєстрація,0.0
"Доброго дня!
За надцятою спробою мені вдалося зареєструваися на сайті .Система повідомила ,що для підтвердження потрібно пройти по посиланню,яке надійшло мені на пошту і що це посилання дійсне одну добу. Проблема в тому що на пошту мені нічого так і не надійшло. Допоможіть з вирішенням даної проблемию.Спасибі.",SiteAndCoins,101.0,0.0,0.0,,добрий день надцятий спроба вдатися зареєструваутися сайт система повідомити підтвердження потрібно пройти посилання який надійти пошта посилання дійсний один доба проблема пошта нічого надійти допомогти вирішення даний проблемити спасибі,0.0
"Доброго дня,

Я зайшла до порталу, однак не змогла перевірити та відредагувати номер телефону, бо не змогла взагалі знай ти картки нашого підприємства. Print Screen нижче.",Hotline,102.0,1.0,1.0,,добрий день зайти портал однак змогти перевірити відредагувати номер телефон змогти взагалі знати картка підприємство print screen нижче,1.0
"Доброго дня.
Прошу Вас надати можливість взяти участь у робочій зустрічі в рамках проекту Спліт з питань складання та подання звітності  НФУ до Національного банку України",Hotline,103.0,2.0,2.0,,добрий день просити надати можливість взяти участь робочий зустріч рамка проект спліт питання складання подання звітність національний банка україна,1.0
"Hello Portal,
 Прошу рассмотреть аналитику корректности справочника KL_D020,
 который размещен в API и в виде excel файла на сайте НБУ.
 О     результатах     рассмотрения    обращения    прошу   уведомить
 обратным  письмом.
  З повагою,",Hotline,104.0,3.0,3.0,,hello portal просить рассмотреть аналитик корректность справочник который разместить excel файл сайт результат рассмотрение обращение просить уведомить обратный письмо повага,1.0
"Добрый день !
Не подскажите телефон отдела,который рассчитывает и выкладывает на сайт НБУ в раздел 
Наглядова статистика_економічні нормативи_економічні нормативи та ліміти відкритоївалютної позиції
Хочу проконсультироваться...
Спасибо !",Hotline,105.0,4.0,4.0,,добрывати день подскажити телефон отдела которывати рассчитывает выкладывает сайт раздло наглядовий статистик економічний норматив економічний норматив ліміт відкритоївалютний позиція хотіти проконсультироватися спасиба,1.0
"Доброго вечора!

Виникло питання стосовно коректності можливих сполучень в довіднику
KOD_07_1 для рахунків 1811, 1819 в частины параметру S083:
відповідно до внутрішніх документів банку, що регламентують порядок оцінки кредитного ризику, Банк оцінює дебіторську заборгованість на індивідуальній основі, що дозволено вимогами Постанови Правління НБУ №
351 (тобто S083 = 1)

В довіднику KOD_07_1 для рахунку 1819/1811 S083 = 2 (при S080 = K, L ) При прийомі файлу 07Х на порталі НБУ помилка:
 Метрика T100=7000000. Неможливе сполучення KOD_07_1 Для аналізу: 
KU=20 EKP=A07F84 T020=1 R020=1819 R011=4 R013=0 S080=K S083=1 S130=90
F037=71 F083=11 FBM=#

Вважаємо, що правила для контролю можливих сполучень потребують уточнення з урахуванням вимог Правління НБУ № 351.


Дякуємо!",Hotline,106.0,5.0,5.0,,добрий вечір виникнути питання стосовно коректність можливий сполучення довідник рахунок частины параметр відповідно внутрішній документ банка регламентувати порядок оцінка кредитний ризик банк оцінювати дебіторський заборгованість індивідуальний основа дозволити вимога постановити правління тобто довідник рахунок перти прийом файл портал помилка метрика неможливий сполучення аналіз вважати правило контроль можливий сполучення потребувати уточнення урахування вимога правління дякувати,1.0
"Добрий день, пришліть будь ласка протокол файлу 07Х
дякую",Hotline,107.0,6.0,6.0,,добрий день прислати бути ласка протокол файл дякувати,1.0
"Здравствуйте, как можно взять информацию о настоящих компаниях МФО. Если можно то пришлите её с ответом на почту .",Hotline,108.0,7.0,7.0,,здравствуйте взять информация настоящий компания прислать ответ почта,1.0
"Добрий день.
При створенні GET запиту про завантаженню інформації щодо проходження контролів за файлами виникає помилка: «{""exception"":""null""}».
При цьому, за запитами авторизації, отримання переліку звітів, переліку файлів, довідників – запити обробляються коректно.
Підкажіть, в чому може бути причина? Можливо, інформація за контролями в режимі API наразі недоступна?
Дякуємо.",Hotline,109.0,8.0,8.0,,добрий день створення запитий завантаження інформація щодо проходження контрол файл виникати помилка exception null запит авторизація отримання перелік звіт перелік файл довідник запит оброблятися коректно підказати чома може бута причина можливо інформація контроляма режим наразі недоступний дякувати,1.0
"Доброго дня,

Потрібна Ваша допомога. Я скачав Додаток ""Монети України""
Інформативно все працює добре. Але для замовлення онлайн потрібно увійти в систему. При скачувані не запитувало про створення логіна і паролю. відповідно увійти не можу. Реєстраційна форма відсутня. Звернутися на підтримку - Обробка запитів громадян також не є можливим так як видає помилку.

Яким Чином можу увійти в систему і повноцінно користуватися додатком?

Дякую за розуміння і сподіваюся на допомогу.",SiteAndCoins,110.0,9.0,9.0,,добрий день потрібний допомога скачати додаток монета україна інформативно працювати добре замовлення онлайн потрібно увійти система скачуваний запитувати створення логін пароль відповідно увійти могти реєстраційний форма відсутній звернутися підтримка обробка запит громадянин також бути можливий видавати помилка яким могти увійти система повноцінно користуватися додаток дякувати розуміння сподіватися допомога,0.0
Добрый день.пришло подтверждение о регистрации на почту.перешол по сылке и выбило ошибку.что делать?,SiteAndCoins,111.0,10.0,10.0,,добрый день прийти подтверждение регистрация почта перешол сылка выбить ошибка делать,0.0
"Не можливо зарєгеструватися, пише невірний логін,",SiteAndCoins,112.0,11.0,11.0,,можливо зарєгеструватися писати невірний логін,0.0
Забув старий пароль. Прошу надати новий ,SiteAndCoins,113.0,12.0,12.0,,забути старий пароль просити надати новий,0.0
"Добрый день подскажите как пройти проверку, что я не робот",SiteAndCoins,114.0,13.0,13.0,,добрый день подсказать пройти проверка робот,0.0
"Добрый день! Я заказал набор монет в г Черновцы, можно его отправить сразу в г Полтава.
Спасибо.",SiteAndCoins,115.0,14.0,14.0,,добрый день заказать набор монета черновцы отправить сразу полтава спасибо,0.0
"Ще раз добрий день, Адміністраторе.

Мене звати , браузер - Chrome, операціяйна система - Mac OC, роутер - TPLINK WR940N.
Я точно не робот - чому я бачу це повідомлення після того як ввів кількість монет і натиснув підтвердити?
При цьому браузер на якийсь час наче підвисає.

З повагою,",SiteAndCoins,116.0,15.0,15.0,,добрий день адміністратор звати браузер chrome операціяйний система роутерти tplink точно робот чома бачити повідомлення після ввести кількість монета натиснути підтвердити браузер якийсь наче підвисати повага,0.0
"Доброго ранку, забула логін до кабінету. Допоможіть відновити доступ. ",SiteAndCoins,117.0,16.0,16.0,,добрий ранка забути логін кабінет допомогти відновити доступ,0.0
"Доброго дня, не можливо зареестувати користувача, пише що користувач з такими данними вже є у стистемі, але ця людина ніразу не рееструвалась.
Що робити якщо наприклад реально існує 2 людини з одинаковим ПІП і датою народження?",SiteAndCoins,118.0,17.0,17.0,,добрий день можливо зареестуват користувач писати користувач такий данний бути стистема людина ніраз рееструватися робити якщо наприклад реально існувати людина одинаковий дата народження,0.0
"Добрый день, просьба разблокировать учётную запись.",SiteAndCoins,119.0,18.0,18.0,,добрый день просьба разблокировать учётный запись,0.0
"Не можливо зарєгеструватися, пише невірний логін, , логін ",SiteAndCoins,120.0,19.0,19.0,,можливо зарєгеструватися писати невірний логін логін,0.0
"Я проходил регистрацию, но пишет не прошло, вункцию я не робот

Отправлено с моего устройства Huawei",SiteAndCoins,121.0,20.0,20.0,,проходить регистрация писать пройти вункция робот отправить устройство huawei,0.0
"Доброго дня, не можу зареєструватися. Пише що такого логічну не існує. ",SiteAndCoins,122.0,21.0,21.0,,добрий день могти зареєструватися писати такий логічний існувати,0.0
Добрый день.Как пройти регистрацию и заказать монеты? Регистрацию невозможно пройти.,SiteAndCoins,123.0,22.0,22.0,,добрый день пройти регистрация заказать монета регистрация невозможно пройти,0.0
"Не можу   заєструватись на сайті, там де дата народження пише помилку, пробувала вже більше 7 разів, ніяк не виходить, все решта інформація коректна, дякую за відповідь.",SiteAndCoins,124.0,23.0,23.0,,могти заєструватися сайт дата народження писати помилка пробувалий більше ніяк виходити решта інформація коректний дякувати відповідь,0.0
"Здравствуйте. Загрузил мобильную версию и пытался зарегистрироваться. Постоянно пишет, что я не прошел процедуру проверки «Я не робот». В пояснении пишет, что она автоматически происходит, но мне ничего не выскакивает. Подумал, проблему в моб. версии. Зашел на сайт с ноутбука, и почему-то все поля по-английски. Почему в моб. версии на украинском языке просит ФИО писать, а на сайте латинскими буквами? 
Из-за чего может быть сбой регистрации? ",SiteAndCoins,125.0,24.0,24.0,,здравствуйте загрузить мобильный версия пытаться зарегистрироваться постоянно писать пройти процедура проверка робот» пояснение писать автоматически происходить выскакивать подумать проблема версия зайти сайт ноутбук почему поле английски почему версия украинский язык просить писать сайт латинский буква сбой регистрация,0.0
Не можу відновити пароль,SiteAndCoins,126.0,25.0,25.0,,могти відновити пароль,0.0
"Мною 19.02.2019 в 10-45 була здійснена спроба зареєструватись в модулі On-Line замовлення монет, проте  на даний час завершити реєстрацю не можливо, враховуючи,   що на вказану  електронну адресу не надійшла Іструкція. 
 
При цьому,   зазначено що для завершення реєстрації потрібно скористатись Інструкцією. 
"" Повідомлення! Реєстрація облікового запису не підтверджена. Інструкція для завершення процедури реєстрації була надіслана на Вашу електронну пошту. ""

Прошу надіслати  на ел. адресу    необхідну інформацію для завершення реєстрації в On-Line замовлення монет. 

Заздалегідь дякую. ",SiteAndCoins,127.0,26.0,26.0,,булий здійснений спроба зареєструватися модуль line замовлення монета проте даний завершити реєстраця можливо враховуючи вказаний електронний адреса надійти іструкція зазначити завершення реєстрація потрібно скористатися інструкція повідомлення реєстрація обліковий запис підтверджений інструкція завершення процедура реєстрація булий надісланий електронний пошта просити надіслати адреса необхідний інформація завершення реєстрація line замовлення монета заздалегідь дякувати,0.0
Добрый день . Почему мне заблокировали учётную запись?,SiteAndCoins,128.0,27.0,27.0,,добрый день почему заблокировать учётный запись,0.0
"Описание проблемы: невозможно нормально отсортировать монеты для получения информации о последних заказах.
1. При попытке сортировки по дате - лист строится не правильно, так как формат даты """"мм-дд-гггг"". Плюс ко всему проблема описанная ниже тоже присутствует.
2. При попытке сортировки по номеру заказа - лист сортируется по перфой цифре номера заказа. Но так как номера заказов уже превысили 1000000 - то их отображает не в правильном месте(либо вначале, либо в конце. В зависимости от направления сортировки).
 
Можно ли это исправить?
 
Заранее спасибо за ответ.",SiteAndCoins,129.0,28.0,28.0,,описание проблема невозможно нормально отсортировать монета получение информация последний заказ попытка сортировка дата лист строиться правильно формат дата гггга плюс весь проблема описать ниже присутствовать попытка сортировка номер заказ лист сортироваться перфа цифра номер заказ номер заказ превысить отображать правильный место либо вначале либо конец зависимость направление сортировка исправить заранее спасибо ответ,0.0
Доброго дня. При реєстрації в системі “ON-LINE ЗАМОВЛЕННЯ” (https://bank.gov.ua/WebSelling/) не надходить підтвердження на електронну пошту. Як це можна виправити,SiteAndCoins,130.0,29.0,29.0,,добрий день реєстрація система line замовлення” https bank webselling надходити підтвердження електронний пошта можна виправити,0.0
Доброго дня шановні адміністратори. Зареєстрував на сайті онлайн замовлення . логін  При вході пише не вірний логін або пароль. Прошу допомоги в даній проблемі.  З повагою . Щиро дякую за надання допомоги.,SiteAndCoins,131.0,30.0,30.0,,добрий день шановний адміністратор зареєструвати сайт онлайн замовлення логін вхід писати вірний логін пароль просити допомога даний проблема повага щиро дякувати надання допомога,0.0
"Доброго дня!
Виникло питання при перевірці файлів 4С та 6F
Згідно п.10 перевірки файлу 6F зазначено, що перевірка виконується у розрізі К020 та К021.
Однак, якщо клієнт одночасно є фізичною особою та підприємцем, то вникає розбіжність – у файлі 4С у такого клієнта К021=2, а у файлі 6F К021=М (тому що активні операції виконуються тільки з ФОП).

Як реагувати на таку помилку?
Ідентифікаційний/реєстраційний код/номер K020=[ххххххххх] з кодом ознаки K021=[F] наданий у ф.6FX повинен бути відобр.у ф.4СХ",Hotline,132.0,31.0,31.0,,добрий день виникнути питання перевірка файл згідно перевірка файл зазначити перевірка виконуватися розріз якщо клієнт одночасно бути фізичний особа підприємець вникати розбіжність файл такий клієнт файл активний операція виконуватися тільки реагувати такий помилка ідентифікаційний реєстраційний номер [ххххххххх] ознака наданий повинний бута відобра,1.0
"Добрый  день ! Коллеги  прошу  Вас  оказать  содействие   в  контроле  07х    FST1, FST2 
. Перевірка належності значень параметрів T020, R020, R011, R013, R030, K040, K072, S130, S183, S240,  K111, K140, S031, S080, S083, S190, S210, F037, F074, F083, FST1, FST2, FBM, FMC до відповідних довідників. Якщо для рахунку відсутнє значення параметру R011 та/або R013, у файлі за параметром R011 та/або R013 надається значення «0». 

справочник  только FST",Hotline,133.0,32.0,32.0,,добрывати день коллега просити оказати содействиий контроле перевірка належність значення параметр відповідний довідник якщо рахунок відсутній значення параметр файл параметр надаватися значення справочник,1.0
"Доброе утро, пытаюсь разместить отчет на портале форма 2PX, все как обычно, по шаблону из портала,    пишет ошибку см.ниже:
Файл не відповідає XSD-схемі 2PX Дані про фінансові операції з нерезидентами. cvc-enumeration-valid: Value U is not facet-valid with respect to enumeration [S]. It must be a value from the enumeration.
Прошу пояснить проблему, что не так делаю.
Спасибо.",Hotline,134.0,33.0,33.0,,доброе утра пытаїтися разместити отчет портал форма обычно шаблон порталий пишет ошибка низати файл відповідати схема даний фінансовий операція нерезидент enumeration valid value facet valid with respect enumeration must value from enumeration просити пояснити проблема делаяти спасиба,1.0
"Добрый день!
 
Просим зарегистрировать на сайте https://portal.bank.gov.ua, для подачи отчета 2PX,
В связи с открытием счета в банке-нерезиденте.",Hotline,135.0,34.0,34.0,,добрый день просить зарегистрировать сайт https portal bank подача отчёт связь открытие счёт банк нерезидент,1.0
"Добрый день!
Сегодня утром в 09:40 проверили через «Advanced REST client» все отработало без замечаний список отчетов получили. 
После этого выполнили выгрузку файла на портал из АБС, которая выдала сообщение о успешной выгрузке , но пока на самом портале мы файла не видим, выгрузку произвели в 10:18, выгружали файл 39.
Просьба посмотреть была ли от нас активность.",Hotline,136.0,35.0,35.0,,добрый день сегодня утром проверить «advanced rest client» отработать замечание список отчёт получить выполнить выгрузка файл портал который выдать сообщение успешный выгрузка пока самый портал файл видеть выгрузка произвести выгружать файл просьба посмотреть активность,1.0
"Hello Info,

День добрый.

В свете принятия постановления НБУ №148 от 10.12.2019 року
""Про деякі питання встановлення офіційного курсу гривні до іноземних валют та внесення зміни
до Класифікатора іноземних валют  та банківських металів "",
которое вступает в силу с 27.12.2019 г.

Вопрос 1: 
Прошу подтвердить продолжение функционирования API:
Курс на дату (формат файлу Статзвітності #99):
https://bank.gov.ua/NBU_Exchange/exchange?date=17.12.2019
описание которого было доведено в 2018 году.
Это решение реализовано для наших клиентов и используется на данный момент.

Суть вопроса в следующем, - на сайте регулятора (НБУ)
в разделе ""Публичная информация...."", по ссылке
https://old.bank.gov.ua/control/uk/publish/article?art_id=37944528&cat_id=25365601
на отсутствует описание этого решения:",Hotline,137.0,36.0,36.0,,hello info день добрый свет принятие постановление деякі питанний встановленний офіційный курс гривні іноземних валюта внесенний змінить класифікатор іноземних валюта банківський металів который вступать сила вопрос просить подтвердить продолжение функционирование курс дата формат файл статзвітності https bank exchange exchange date описание который довести решение реализовать клиент использоваться данный момент быть вопрос следующий сайт регулятор раздел публичный информация ссылка https bank control publish article отсутствовать описание решение,1.0
Добрый день ! Уважаемые  коллеги  ! Подскажите  пожалуйста  где   найти KOD_R020,Hotline,138.0,37.0,37.0,,добрый день уважаемый коллега подсказать пожалуйста найти,1.0
"Уважаемые коллеги,

Прошу восстановить утраченный нами пароль для",Hotline,139.0,38.0,38.0,,уважаемый коллега просить восстановить утратить пароль,1.0
"Добрый день. 
Вышлите, пожалуйста, полный протокол по последнему загруженному файлу 4РХ АТ",Hotline,140.0,39.0,39.0,,добрый день выслать пожалуйста полный протокол последний загрузить файл,1.0
"Добрый день. При регистрации в on-line замовлення пишет, что не пройдена проверка ,,я не робот,,. Подскажите,что делать?",SiteAndCoins,141.0,40.0,40.0,,добрый день регистрация line замовленний писать пройти проверка робот подсказать делать,0.0
"Доброго дня!
 
Забыл логин и пароль. Хотел бы востановить.",SiteAndCoins,142.0,41.0,41.0,,добрый день забыть логин пароль хотеть востановить,0.0
"Доброго дня, я помилково відправив вам не той amail (@gmail.com)
Мої дані за якими я заерестрованний в On-line замовленні:

Мій обліковий запис заблоковано. Розблокуйтаска.",SiteAndCoins,143.0,42.0,42.0,,добрий день помилково відправити amail gmail даний який заерестрованний line замовлення обліковий запис заблокувати розблокуйтаска,0.0
"Доброго дня, підкажіть будь ласка, який порядок замовлення монет, так як ії резервувати ? Не має кнопки замовлення монет",SiteAndCoins,144.0,43.0,43.0,,добрий день підказати бути ласка який порядок замовлення монета резервувати мати кнопка замовлення монета,0.0
